genre1,genre2,genre3,Country1,Country2,Country3,Releas_date,Main_Acter,Director1,Director2,Director3,type,title,release_year,rating,duration
Crime TV Shows,International TV Shows,TV Dramas,France,,, July 19,Jean-Michel Correia,Lucas Figueroa,,,TV Show,Cannabis,2016,7.1,1 Season
Anime Series,International TV Shows,,United States,Japan,,פבר-27,Yoshitsugu Matsuoka,Gabriela Tagliavini,,,TV Show,Cannon Busters,2019,7.2,1 Season
TV Comedies,TV Dramas,,Ireland,,,יול-01,Seֳ¡na Kerslake,Mohamed Samy,,,TV Show,"Can't Cope, Won't Cope",2018,7.5,2 Seasons
Comedies,Dramas,International Movies,Philippines,,,דצמ-09,Kathryn Bernardo,Christopher Smith,,,Movie,Can't Help Falling in Love,2017,7.8,120 min
Comedies,Dramas,International Movies,India,,,ספט-14,Dharmajan Bolgatty,Jamal Hill,,,Movie,Cappuccino,2017,7.2,126 min
Crime TV Shows,Docuseries,,United Kingdom,,,ספט-01,bam,Anurag Kashyap,,,TV Show,Captive,2016,5.6,1 Season
Reality TV,,,none,,,ספט-15,Mark Towle,Michael Feifer,,,TV Show,Car Masters: Rust to Riches,2018,9.5,1 Season
Dramas,International Movies,Thrillers,France,Belgium,, February 5,Benoֳ®t Magimel,Masaaki Yuasa,,,Movie,Carbon,2017,6.6,104 min
Dramas,International Movies,,Ireland,,,אוג-02,John Connors,Saara Cantell,,,Movie,Cardboard Gangsters,2016,6.6,92 min
Kids' TV,,,United States,,,ספט-06,Michael Sinterniklaas,Sumitra Bhave,Sunil Sukthankar,,TV Show,Care Bears & Cousins,2016,6.7,2 Seasons
Kids' TV,,,United States,,,מרץ-05,David Lodge,Indra Kumar,,,TV Show,Care Bears: Welcome to Care-a-Lot,2012,6.1,1 Season
Comedies,Dramas,Independent Movies,none,,,מאי-18,Subba Rao Vepada,Vivek Agnihotri,,,Movie,Care of Kancharapalem,2018,9.2,142 min
Dramas,International Movies,,Philippines,,,נוב-21,Sharon Cuneta,Nagesh Kukunoor,,,Movie,Caregiver,2008,5.9,131 min
Horror Movies,International Movies,,Australia,United Arab Emirates,,מאי-11,Martin Freeman,Fuwad Khan,,,Movie,Cargo,2018,6.4,104 min
Stand-Up Comedy,,,Mexico,,, October 1,Carlos Ballarta,Kiran Rao,,,Movie,Carlos Ballarta: El amor es de putos,2016,7.1,67 min
Stand-Up Comedy,,,Mexico,,,אוג-30,Carlos Ballarta,Umesh Shukla,,,Movie,Carlos Ballarta: Furia ֳ‘era,2018,7.3,63 min
Kids' TV,TV Thrillers,,United States,,,יונ-01,Gina Rodriguez,Hark Tsui,,,TV Show,Carmen Sandiego,2019,8.2,2 Seasons
Anime Series,International TV Shows,Teen TV Shows,Japan,,,דצמ-31,Miyuri Shimabukuro,Ben Ryder,,,TV Show,CAROLE & TUESDAY,2019,8.1,1 Season
Classic Movies,Cult Movies,Horror Movies,United States,,,ספט-05,Sissy Spacek,Benoֳ®t Jacquot,,,Movie,Carrie,1976,7.4,98 min
Horror Movies,,,United States,Canada,,נוב-20,Angela Bettis,Lee Tamahori,,,Movie,Carrie,2002,7.4,132 min
Comedies,Dramas,,United States,,,נוב-14,Bel Powley,Volker Weicker,,,Movie,Carrie Pilby,2016,6.9,98 min
Horror Movies,Sci-Fi & Fantasy,Thrillers,United States,,,ינו-13,Lou Taylor Pucci,Farhan Akhtar,,,Movie,Carriers,2009,6.1,85 min
Comedies,,,United States,Mexico,,נוב-09,Will Ferrell,Zoya Akhtar,,,Movie,Casa de mi Padre,2012,5.7,84 min
Documentaries,International Movies,,France,,,ינו-04,bam,Kundan Shah,,,Movie,Casablancas: The Man Who Loved Women,2016,6.4,82 min
Crime TV Shows,International TV Shows,TV Dramas,Iceland,,,אוג-01,Steinunn ֳ“lֳ­na ֳorsteinsdֳ³ttir,Mani Ratnam,,,TV Show,Case,2015,7.3,1 Season
Anime Series,Crime TV Shows,TV Thrillers,Japan,,,אוג-16,Minami Takayama,Manjeet Maan,,,TV Show,Case Closed,2015,8.6,1 Season
Action & Adventure,Dramas,International Movies,Hong Kong,,,אפר-28,Wong Jing,Rohit Shetty,,,Movie,Casino Tycoon,1992,6.1,125 min
Action & Adventure,Dramas,International Movies,Hong Kong,,,ספט-07,Dennis Chan,Jay Roach,,,Movie,Casino Tycoon 2,1992,6.1,108 min
Documentaries,,,United States,Australia,China, October 26,bam,Chia-Liang Liu,,,Movie,Casting JonBenet,2017,6,81 min
International TV Shows,Romantic TV Shows,TV Comedies,none,,,נוב-01,Chaiyapol Pupart,Todd Standing,,,TV Show,Castle of Stars,2015,5.5,1 Season
Anime Series,TV Horror,TV Thrillers,United States,,,ינו-01,Richard Armitage,Benjamin Arfmann,,,TV Show,Castlevania,2018,8.3,2 Seasons
Classic Movies,Dramas,,United States,,,מאי-18,Elizabeth Taylor,Neill Blomkamp,,,Movie,Cat on a Hot Tin Roof,1958,8.1,108 min
Dramas,,,United States,Canada,,אפר-22,Leonardo DiCaprio,Houda Benyamina,,,Movie,Catch Me If You Can,2002,8.1,142 min
Comedies,International Movies,Romantic Movies,South Africa,,,יונ-01,Kagiso Lediga,Bruno Garotti,,,Movie,Catching Feelings,2018,6.1,117 min
Documentaries,,,China,Germany,India,אוג-31,bam,Habib Faisal,,,Movie,Catching the Sun,2015,7.5,74 min
Comedies,Independent Movies,,United States,,,פבר-01,Sandra Oh,Deepti Naval,,,Movie,Catfight,2016,5.8,96 min
International TV Shows,Spanish-Language TV Shows,TV Dramas,Spain,,,ינו-07,Daniel Grao,David Lean,,,TV Show,Cathedral of the Sea,2017,7.7,1 Season
Children & Family Movies,Comedies,,United States,Australia,, August 15,James Marsden,Paul Schrader,,,Movie,Cats & Dogs: The Revenge of Kitty Galore,2010,4.7,82 min
Documentaries,International Movies,,Canada,,,יונ-15,bam,Craig Brewer,,,Movie,Catwalk: Tales from the Cat Show Circuit,2018,6.5,75 min
British TV Shows,Crime TV Shows,Docuseries,United Kingdom,,,ספט-16,Nick Wallis,Philip Marlatt,,,TV Show,Caught on Camera,2015,6.4,3 Seasons
Action & Adventure,International Movies,Thrillers,Norway,,,דצמ-06,Heidi Toini,Charles Martin Smith,,,Movie,Cave,2016,4.2,77 min
Stand-Up Comedy,,,United States,,,ינו-01,Cedric the Entertainer,Brian De Palma,,,Movie,Cedric the Entertainer: Live from the Ville,2016,4.5,60 min
Dramas,International Movies,,none,,,אפר-01,Kanayo O. Kanayo,Chandra Barot,,,Movie,Celebrity Marriage,2017,0,107 min
Anime Series,Teen TV Shows,,Japan,,,ינו-01,Kana Hanazawa,Farhan Akhtar,,,TV Show,Cells at Work!,2018,7.7,1 Season
Documentaries,International Movies,,India,,,מאי-01,P.K. Nair,Farhan Akhtar,,,Movie,Celluloid Man,2012,7.7,156 min
Dramas,,,United States,,,נוב-01,Amanda Schull,Mahin Ibrahim,Austin Kolodney,Will Lowell,Movie,Center Stage,2000,7.1,116 min
Dramas,International Movies,Romantic Movies,India,,,ספט-01,Naseeruddin Shah,Shannon Hartman,Michelle Caputo,,Movie,Chaahat,1996,6.9,148 min
Dramas,Faith & Spirituality,International Movies,India,,,דצמ-01,Om Puri,Mike Newell,,,Movie,Chaarֲ Sahibzaade,2014,9.2,126 min
Comedies,International Movies,Romantic Movies,India,,,מרץ-15,Anand,Troy Nixey,,,Movie,Chadi Jawani Budhe Nu,1976,4.6,135 min
Comedies,Dramas,International Movies,India,,,דצמ-31,Deepak Dobriyal,Mark Lewis,,,Movie,Chal Bhaag,2014,4.4,110 min
Comedies,Dramas,International Movies,India,,,מאי-15,Nagesh Bhonsle,Johnnie To,,,Movie,Chal Dhar Pakad,2010,3.8,129 min
Comedies,International Movies,Romantic Movies,India,,,יול-01,Sanjay Dutt,Johnnie To,,,Movie,Chal Mere Bhai,2000,5.3,132 min
Comedies,Dramas,International Movies,Pakistan,,,מאי-15,Syra Shehroz,Caradog W. James,,,Movie,Chalay Thay Saath,2017,7.5,118 min
Dramas,International Movies,Romantic Movies,India,,,אפר-26,Shah Rukh Khan,Daniel Gordon,,,Movie,Chalte Chalte,2003,7.2,166 min
Comedies,International Movies,Sci-Fi & Fantasy,India,,,פבר-15,Shah Rukh Khan,Mike Birbiglia,,,Movie,Chamatkar,1992,7.4,164 min
TV Horror,TV Mysteries,Teen TV Shows,United States,,,מרץ-08,Sivan Alyra Rose,Tony Giglio,,,TV Show,Chambers,2019,6.8,1 Season
Dramas,International Movies,,India,,,נוב-01,Kareena Kapoor,KVR Mahendra,,,Movie,Chameli,2004,7.1,102 min
TV Comedies,,,United States,,,מרץ-01,Anders Holm,Wong Jing,,,TV Show,Champions,2018,6.7,1 Season
Comedies,Dramas,International Movies,India,,,ינו-05,Shahid Kapoor,John Patrick Shanley,,,Movie,Chance Pe Dance,2009,5.3,121 min
Documentaries,International Movies,,Germany,Sri Lanka,,אוק-01,K.G. Chandani Renuka Ratnayake,Aleksey German,,,Movie,Chandani: The Daughter of the Elephant Whisperer,2010,7.1,87 min
Dramas,International Movies,Romantic Movies,Indonesia,,,ינו-01,Chicco Jerikho,M.J. Isakson,,,Movie,Chaotic Love Poems,2016,6.5,86 min
Dramas,,,United States,Sweden,,אפר-19,Jason Clarke,Bo Welch,,,Movie,Chappaquiddick,2017,6.5,106 min
Action & Adventure,Sci-Fi & Fantasy,,South Africa,United States,,יונ-15,Sharlto Copley,Scott Mosier,Yarrow Cheney,,Movie,Chappie,2015,6.9,121 min
International TV Shows,TV Dramas,,Germany,,,ינו-01,Alicia von Rittberg,Wilson Yip,,,TV Show,Charitֳ©,2017,7.9,1 Season
International TV Shows,TV Dramas,,none,,,אוק-01,Mala Emde,Rob Cohen,,,TV Show,Charitֳ© at War,2019,7.9,1 Season
Children & Family Movies,Comedies,,United Kingdom,United States,,אוק-01,Johnny Depp,Colin Teague,,,Movie,Charlie and the Chocolate Factory,2005,6.8,115 min
Action & Adventure,Comedies,,United States,Germany,,מרץ-22,Cameron Diaz,Doug Lefler,,,Movie,Charlie's Angels,2000,4.7,98 min
Action & Adventure,Comedies,,United States,,,נוב-23,Cameron Diaz,Patrik Syversen,,,Movie,Charlie's Angels: Full Throttle,2003,5,106 min
Kids' TV,,,United States,,,מאי-27,Jacob Soley,Rajiv Chilaka,,,TV Show,Charlie's Colorforms City,2019,8,1 Season
Children & Family Movies,Classic Movies,,United States,,, October 1,Debbie Reynolds,Elaine Bogan,John Sanford,,Movie,Charlotte's Web,1973,6.5,94 min
TV Dramas,TV Sci-Fi & Fantasy,,United States,,,מאי-01,Madeleine Mantock,Greg MacGillivray,,,TV Show,Charmed,2019,7.6,1 Season
Romantic TV Shows,TV Comedies,TV Dramas,United States,,,ינו-01,Holly Marie Combs,Tristan Ferland Milewski,,,TV Show,Charmed,2005,7.6,8 Seasons
Comedies,International Movies,Music & Musicals,India,,,דצמ-27,Ali Zafar,Andrew Jenks,,,Movie,Chashme Buddoor,2013,8.1,121 min
Comedies,Cult Movies,Dramas,United States,,,יול-14,Ben Affleck,Reiner Holzemer,,,Movie,Chasing Amy,1997,7.4,113 min
Reality TV,Teen TV Shows,,United States,,, December 15,Cameron Dallas,Yeung Yat-Tak,,,TV Show,Chasing Cameron,2016,4.9,1 Season
Documentaries,,,United States,,,אפר-19,bam,Nishikant Kamat,,,Movie,Chasing Coral,2017,8.3,89 min
Docuseries,Reality TV,Science & Nature TV,Canada,,,נוב-13,Cyril Chauquet,Nicolas Winding Refn,,,TV Show,Chasing Monsters,2016,8.2,2 Seasons
Action & Adventure,Dramas,International Movies,Hong Kong,China,,אוק-01,Donnie Yen,Tarun Mansukhani,,,Movie,Chasing the Dragon,2017,6.9,129 min
Documentaries,Music & Musicals,,United States,,,פבר-01,Denzel Washington,Che Sandoval,,,Movie,Chasing Trane,2016,7.4,99 min
Dramas,International Movies,,Brazil,,,דצמ-01,Marco Ricca,Miguel Arteta,,,Movie,Chatֳ´: The King of Brazil,2015,5.9,105 min
Dramas,Independent Movies,International Movies,India,France,,ינו-08,Suvinder Vikky,Chris Jenkins,,,Movie,Chauthi Koot,2015,6.9,116 min
International TV Shows,Reality TV,,Australia,,,מרץ-14,Melanie Vallejo,Olivia Milch,,,TV Show,Cheapest Weddings,2016,5.8,1 Season
Docuseries,Reality TV,Teen TV Shows,United States,,, July 1,bam,Afia Nathaniel,,,TV Show,Cheer,2020,8.3,1 Season
Reality TV,Teen TV Shows,,United States,,,אוק-01,bam,Eeshwar Nivas,,,TV Show,Cheer Squad,2016,8.3,1 Season
Classic & Cult TV,TV Comedies,,United States,,, August 4,Ted Danson,Troy Miller,,,TV Show,Cheers,1992,7.9,11 Seasons
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,, February 22,Park Hae-Jin,Anne Fletcher,,,TV Show,Cheese in the Trap,2016,7.6,1 Season
International TV Shows,Korean TV Shows,Reality TV,South Korea,,,ספט-02,Seong-joo Kimג€‹,Shagufta Rafique,,,TV Show,Chef & My Fridge,2017,0,2 Seasons
Docuseries,Reality TV,,United States,,, April 14,bam,Hernֳ¡n Zin,,,TV Show,Chef's Table,2019,8.6,6 Seasons
Docuseries,,,none,,,ינו-23,bam,Dave Green,,,TV Show,Chef's Table: France,2016,8.3,1 Season
Stand-Up Comedy & Talk Shows,TV Comedies,,United States,,,אוק-10,bam,Wash Westmoreland,,,TV Show,Chelsea,2017,6.4,2 Seasons
Docuseries,Science & Nature TV,,United States,,,נוב-14,Chelsea Handler,Ryan Murphy,,,TV Show,Chelsea Does,2016,7.3,1 Season
Stand-Up Comedy,,,United States,,,אוג-31,Chelsea Handler,Sarjun,,,Movie,Chelsea Handler: Uganda Be Kidding Me Live,2014,5.8,71 min
Stand-Up Comedy,,,United States,,,אוג-01,Chelsea Peretti,Andrew Slater,,,Movie,Chelsea Peretti: One of the Greats,2014,7,75 min
Action & Adventure,Comedies,International Movies,India,,,דצמ-15,Shah Rukh Khan,Emma Hatherley,,,Movie,Chennai Express,2013,6.6,135 min
Horror Movies,Thrillers,,United States,,,אוק-01,Ingrid Bolsֳ¸ Berdal,Matt Bell,,,Movie,Chernobyl Diaries,2012,5.2,88 min
International TV Shows,Stand-Up Comedy & Talk Shows,TV Comedies,none,,, April 4,Cheuk Wan Chi,Bruce Gowers,,,TV Show,Cheuk Wan-Chi: Two Night Stand,2015,0,1 Season
British TV Shows,TV Comedies,,United Kingdom,,,יול-11,Ford Kiernan,Bobby Roth,,,TV Show,Chewin' the Fat,1999,8.4,1 Season
British TV Shows,International TV Shows,Romantic TV Shows,United Kingdom,,,מאי-10,Michaela Coel,Halder Gomes,,,TV Show,Chewing Gum,2017,7.8,2 Seasons
Kids' TV,,,India,,,מאי-10,Vatsal Dubey,Francesco Imperato,,,TV Show,Chhota Bheem,2019,4.2,1 Season
Movies,,,none,,,מאי-10,Julie Tejwani,Tharun Bhascker,,,Movie,Chhota Bheem Aur Kaala Yodha,2018,0,63 min
Children & Family Movies,,,none,,,ינו-01,Julie Tejwani,Ajithkumar,,,Movie,Chhota Bheem Ka Romani Adventure,2018,0,62 min
Movies,,,none,,,אוג-15,Julie Tejwani,Mikhail Red,,,Movie,Chhota Bheem Ka Troll Se Takkar,2018,0,62 min
Kids' TV,,,none,,,אוק-01,Pinky Pal Rajput,Harjit Singh,,,TV Show,Chhota Bheem Kung Fu Dhamaka Series,2019,6.4,1 Season
Children & Family Movies,,,India,,,יול-01,Sonal Kaushal,Sumitra Bhave,Sunil Sukthankar,,Movie,Chhota Bheem Kungfu Dhamaka,2019,6.4,112 min
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,מרץ-16,Yoo Ah-in,Sriram Raghavan,,,TV Show,Chicago Typewriter,2017,8.4,1 Season
Comedies,International Movies,,India,,,אוג-27,Anuranjan Premji,Rajiv Mehra,,,Movie,Chicken Kokkachi,2017,4.9,113 min
Children & Family Movies,Comedies,,United States,,,מרץ-15,Zach Braff,Suparn Verma,,,Movie,Chicken Little,2005,5.9,82 min
Docuseries,,,United States,,, November 12,bam,Shelly Chopra Dhar,,,TV Show,Chicken Soup for the Soul's Being Dad,2018,0,1 Season
Comedies,Dramas,International Movies,Nigeria,,,אוג-01,Taiwo Obileye,Shakun Batra,,,Movie,Chief Daddy,2018,5.3,98 min
International TV Shows,Korean TV Shows,TV Dramas,South Korea,,,מרץ-13,Lee Jung-jae,Yִ±lmaz Erdoִan,,,TV Show,Chief of Staff,2019,8,2 Seasons
Documentaries,,,United Kingdom,,,דצמ-31,bam,Philipp Stֳ¶lzl,,,Movie,Children of God,1994,6.3,63 min
Anime Series,International TV Shows,,Japan,,,דצמ-01,Natsuki Hanae,David E. Talbert,,,TV Show,Children of the Whales,2017,7.4,1 Season
Cult Movies,Horror Movies,,United States,,,אוג-02,Catherine Hicks,Vince Gilligan,,,Movie,Child's Play,1988,5.9,87 min
TV Shows,,,none,,, April 5,Bob Ross,Matֳ­as Gueilburt,,,TV Show,Chill with Bob Ross,1994,9.4,1 Season
Children & Family Movies,Comedies,Dramas,India,,,ספט-24,Irfan Khan,Joseduardo Giordano,Sergio Goyri Jr.,,Movie,Chillar Party,2011,7.5,127 min
TV Horror,TV Mysteries,TV Sci-Fi & Fantasy,United States,,,יונ-01,Kiernan Shipka,Jan Suter,,,TV Show,Chilling Adventures of Sabrina,2019,7.7,2 Seasons
Action & Adventure,International Movies,,China,,, November 29,Li Dong Xue,Justin Webster,,,Movie,China Salesman,2017,3.8,111 min
Stand-Up Comedy,,,none,,,ינו-01,Chingo Bling,Emir Kusturica,,,Movie,Chingo Bling: They Can't Deport Us All,2017,5.7,63 min
Kids' TV,,,Canada,United Kingdom,,ינו-01,Abigail Oliver,Lorena Munoz,,,TV Show,Chip and Potato,2019,6.8,2 Seasons
Dramas,Independent Movies,International Movies,United States,India,Bangladesh,ינו-01,Manoj Bajpayee,Alessandro Angulo,,,Movie,Chittagong,2012,7.5,105 min
Children & Family Movies,Classic Movies,Comedies,United Kingdom,United States,,נוב-30,Dick Van Dyke,Kate Horne,,,Movie,Chitty Chitty Bang Bang,1968,7.1,146 min
Independent Movies,Thrillers,,United States,Canada,France,אוג-12,Julianne Moore,Federico Lemos,,,Movie,Chloe,2009,6.4,96 min
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,מאי-31,Ha Ji-won,K. Ramanlal,,,TV Show,Chocolate,2019,7.4,1 Season
Dramas,,,United States,,, October 17,Robert Ri'chard,Petra Costa,,,Movie,Chocolate City: Vegas Strip,2017,4.5,90 min
Comedies,Dramas,Independent Movies,India,,,אוק-07,Abhay Deol,Bassam Kurdali,,,Movie,Chopsticks,2019,6.7,101 min
Crime TV Shows,International TV Shows,TV Action & Adventure,China,,,אפר-17,Lan Cheng-Lung,Ciarֳ¡n Foy,,,TV Show,Chosen,2019,7.7,2 Seasons
Documentaries,Music & Musicals,,United States,,,יונ-27,Chris Brown,Isabel Coixet,,,Movie,Chris Brown: Welcome to My Life,2017,6.7,80 min
Stand-Up Comedy,,,United States,,,פבר-14,Chris D'Elia,John Bridcut,,,Movie,Chris D'Elia: Incorrigible,2015,6.5,84 min
Stand-Up Comedy,,,United States,,,יול-10,Chris D'Elia,Joel Gallen,Tig Notaro,,Movie,Chris D'Elia: Man on Fire,2017,6.6,66 min
Stand-Up Comedy,,,United States,,,יונ-06,Chris Rock,Fabien Beziat,Hugues Nancy,,Movie,Chris Rock: Tamborine,2018,6.2,65 min
Stand-Up Comedy,,,United States,,,ספט-30,Chris Tucker,Hugues Nancy,Fabien Beziat,,Movie,Chris Tucker Live,2015,6.5,92 min
Comedies,Faith & Spirituality,Romantic Movies,United States,,,אוק-10,Lacey Chabert,Nils Tavernier,,,Movie,Christian Mingle,2014,4.7,99 min
Docuseries,,,United States,,,מאי-16,bam,Jennifer Westcott,,,TV Show,Christiane Amanpour: Sex & Love Around the World,2018,7.5,1 Season
Stand-Up Comedy,,,United States,,,נוב-01,Christina Pazsitzky,Jon Spira,,,Movie,Christina P: Mother Inferior,2017,6.4,59 min
Dramas,Independent Movies,,United Kingdom,United States,,נוב-04,Rebecca Hall,Michael Thelin,,,Movie,Christine,2016,6.8,119 min
Children & Family Movies,Comedies,,United States,,,נוב-01,Danny Glover,Saurabh Kabra,,,Movie,Christmas Break-In,2019,4.5,87 min
Comedies,Romantic Movies,,Canada,United States,,מרץ-01,Rachel Boston,Riri Riza,,,Movie,Christmas Crush,2012,5.1,87 min
Dramas,,,United States,,,דצמ-15,Sierra McCormick,Neil Triffett,,,Movie,Christmas in the Heartland,2017,6.4,112 min
Children & Family Movies,Dramas,Romantic Movies,United States,,,נוב-01,Sarah Lancaster,Kim Nguyen,,,Movie,Christmas in the Smokies,2015,6,88 min
Dramas,International Movies,Romantic Movies,United States,,,נוב-15,Eliza Taylor,Greg Coolidge,,,Movie,Christmas Inheritance,2017,5.9,105 min
Comedies,,,United Kingdom,,,נוב-01,Julian Ovenden,Ajay Phansekar,,,Movie,Christmas Survival,2018,5.1,101 min
Comedies,International Movies,Romantic Movies,Canada,,,ינו-01,Stephen Huszar,Rob Epstein,Jeffrey Friedman,,Movie,Christmas Wedding Planner,2017,4.3,86 min
International Movies,Romantic Movies,,Canada,,,מרץ-05,Scott Cavalheiro,David Ayer,,,Movie,Christmas With A View,2018,5.3,91 min
Children & Family Movies,Comedies,,United States,,,יונ-15,Tim Allen,Denis Villeneuve,,,Movie,Christmas with the Kranks,2004,5.5,99 min
Children & Family Movies,Comedies,Dramas,United States,,, October 25,Ewan McGregor,Praveen Nischol,,,Movie,Christopher Robin,2018,7.5,104 min
Dramas,International Movies,Thrillers,Argentina,,,נוב-15,Rodrigo de la Serna,Max Amini,,,Movie,Chronicle of an Escape,2006,7.3,104 min
Kids' TV,,,none,,,נוב-01,bam,Jenny Carchman,,,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",2019,0,2 Seasons
Kids' TV,,,Malaysia,,,ינו-15,bam,Jason James,,,TV Show,Chuck Chicken,2017,5.9,1 Season
Comedies,Dramas,International Movies,India,,,דצמ-31,Shahid Kapoor,Alex Burunova,,,Movie,Chup Chup Ke,2006,7,158 min
Comedies,International Movies,,Pakistan,,,יונ-29,Ahsan Khan,Robert Clouse,,,Movie,Chupan Chupai,2017,6.9,118 min
Classic Movies,Comedies,International Movies,India,,,מאי-01,Dharmendra,Matthias Hoene,,,Movie,Chupke Chupke,1975,8.4,127 min
British TV Shows,International TV Shows,Reality TV,United Kingdom,,,דצמ-15,bam,Drake Doremus,,,TV Show,Churchillג€™s Secret Agents: The New Recruits,2018,7.9,1 Season
Action & Adventure,Dramas,International Movies,India,,,מאי-08,Dulquer Salmaan,Kurt Wimmer,,,Movie,CIA: Comrade in America,2017,7.2,130 min
International TV Shows,Korean TV Shows,Romantic TV Shows,none,,,מאי-08,Jung Il-woo,Eric Idle,Aubrey Powell,,TV Show,Cinderella and the Four Knights,2016,7.5,1 Season
International TV Shows,Romantic TV Shows,TV Dramas,none,,,מאי-08,Sherry Alhadad,Paul Urkijo Alijo,,,TV Show,Cinta 100KG,2016,0,1 Season
International TV Shows,Romantic TV Shows,TV Dramas,none,,,מאי-08,Raja Ilya,Scott McAboy,,,TV Show,Cinta Iris,2015,0,1 Season
