Janner1,Janner2,Janner3,Country1,Country2,Country3,Main_Acter,Director1,Director2,Director3,type,release_year,rating,duration[Seasons/Min],,,,,
15,,,4,,,343,398,,,0,70,3,5,,,,,
20,,,4,,,344,3250,,,1,71,2,64,,,,,
20,,,4,,,344,66,3257,,1,67,3,59,,,,,
7,2,10,6,,,345,206,,,1,58,1,122,,,,,
4,3,,4,,,346,2971,,,1,70,2,90,,,,,
4,7,11,4,,,347,1586,,,1,70,2,118,,,,,
6,10,17,10,,,12,1874,,,1,71,2,60,,,,,
2,28,10,6,,,348,104,,,1,59,2,134,,,,,
6,,,4,,,12,1507,,,1,69,2,89,,,,,
5,1,34,24,,,349,2460,,,0,71,2,1,,,,,
5,1,34,14,,,350,1846,,,0,68,2,1,,,,,
6,,,4,,,351,1989,,,1,68,3,86,,,,,
3,11,18,4,12,,352,1713,,,1,63,1,87,,,,,
3,10,18,21,4,,353,659,,,1,70,1,130,,,,,
4,7,10,19,12,52,354,101,,,1,67,2,107,,,,,
2,10,,1,19,,355,3246,,,1,68,2,146,,,,,
5,22,,4,,,356,1590,,,0,68,2,2,,,,,
4,10,11,19,,,357,265,28,,1,68,2,80,,,,,
2,28,,4,,,358,3191,,,1,67,2,79,,,,,
20,,,43,,,359,938,,,1,70,1,62,,,,,
15,1,,10,,,360,659,,,0,71,1,1,,,,,
12,23,,10,,,361,938,,,0,71,3,1,,,,,
2,10,35,19,52,,362,659,938,28,1,68,1,81,,,,,
7,2,10,15,,,363,385,3393,,1,70,1,87,,,,,
1,22,25,10,,,364,2248,,,0,72,1,1,,,,,
1,,22,22,,,365,347,,,0,69,3,1,,,,,
19,,,4,,,366,1708,,,0,69,2,1,,,,,
7,2,10,25,,,367,318,,,1,63,2,113,,,,,
4,2,10,6,,,368,925,,,1,63,2,91,,,,,
10,11,18,12,4,,369,3137,,,1,68,2,89,,,,,
23,,,4,,,370,2471,,,0,71,3,5,,,,,
5,26,,4,,,371,786,,,0,71,3,7,,,,,
20,,,4,,,372,794,,,1,71,1,63,,,,,
1,,26,22,,,373,731,,,0,71,3,1,,,,,
7,35,,4,,,374,1603,,,1,63,2,110,,,,,
13,7,,21,4,,375,2106,,,1,63,2,98,,,,,
2,10,18,6,,,376,1177,,,1,71,3,125,,,,,
2,10,,25,22,3,377,1714,,,1,70,3,106,,,,,
3,18,,4,,,378,2657,,,1,66,2,93,,,,,
7,35,,4,,,379,2427,,,1,49,3,139,,,,,
2,28,10,6,,,380,1773,,,1,70,1,90,,,,,
2,10,29,6,,,381,1525,,,1,70,3,123,,,,,
26,23,25,4,,,382,3158,3278,,0,70,3,3,,,,,
1,30,23,31,,,383,2007,,,0,70,3,1,,,,,
15,1,,30,,,384,549,,,0,69,2,1,,,,,
12,,,4,,,385,1523,,,0,71,3,3,,,,,
4,2,10,6,,,386,615,,,1,53,3,168,,,,,
6,,,4,,,387,1879,,,1,68,2,83,,,,,
3,11,18,4,,,388,3173,,,1,71,1,94,,,,,
23,,,4,,,389,2089,,,0,71,3,1,,,,,
7,10,,48,,,390,514,,,1,67,1,100,,,,,
4,2,10,22,,,391,114,3429,,1,68,2,133,,,,,
6,17,,4,,,392,1660,,,1,68,2,81,,,,,
2,11,,12,,,393,1541,,,1,70,1,91,,,,,
1,30,,32,,,394,97,,,0,55,3,1,,,,,
1,22,,37,,,395,2893,3531,,0,67,3,1,,,,,
2,28,10,19,78,52,396,3034,,,1,71,2,106,,,,,
7,10,35,4,12,,397,2086,,,1,64,1,122,,,,,
5,12,23,12,19,,398,975,,,0,68,2,1,,,,,
16,1,,37,,,399,1622,,,0,65,3,1,,,,,
6,10,,21,,,400,1608,,,1,66,3,102,,,,,
7,28,10,49,,,401,706,,,1,68,1,88,,,,,
23,22,,4,,,402,2463,,,0,71,3,3,,,,,
6,,,4,,,12,305,,,1,68,2,99,,,,,
3,10,,34,,,403,660,,,1,70,1,98,,,,,
6,,,21,,,404,2256,,,1,46,3,49,,,,,
15,1,27,30,,,12,1375,3490,,0,68,3,1,,,,,
4,7,,4,,,405,960,960,,1,54,2,94,,,,,
7,,,4,,,405,783,,,1,49,2,90,,,,,
4,7,11,4,,,405,954,,,1,51,2,95,,,,,
2,10,18,6,,,406,323,,,1,68,2,97,,,,,
10,11,18,40,4,14,206,1487,,,1,66,1,110,,,,,
1,30,22,32,,,407,93,,,0,61,3,1,,,,,
4,,,21,,,408,1401,,,1,71,2,88,,,,,
4,11,,4,,,409,474,,,1,70,3,150,,,,,
6,10,29,45,33,,410,1401,,,1,69,3,97,,,,,
3,11,,21,,,411,1401,,,1,70,1,91,,,,,
18,,,4,,,412,1124,,,1,71,1,92,,,,,
27,,,4,,,413,1114,,,0,71,2,1,,,,,
1,22,,10,,,414,553,,,0,67,2,1,,,,,
2,10,11,6,,,415,3079,,,1,70,3,111,,,,,
2,10,,6,,,416,3079,,,1,69,3,112,,,,,
6,10,,2,,,12,3079,,,1,70,3,73,,,,,
2,10,17,6,,,417,3040,,,1,68,2,129,,,,,
20,,,4,,,418,2641,,,1,67,2,58,,,,,
20,,,4,,,418,2967,,,1,65,2,80,,,,,
20,,,4,,,418,1790,,,1,71,3,65,,,,,
2,28,10,6,,,419,2983,,,1,65,2,99,,,,,
2,10,,6,,,420,2888,,,1,69,1,126,,,,,
16,5,1,37,,,421,2737,,,0,70,3,1,,,,,
4,10,,6,,,422,1901,,,1,69,1,135,,,,,
4,10,,6,,,116,819,,,1,68,1,127,,,,,
4,2,10,6,,,423,1661,,,1,69,1,165,,,,,
4,2,10,6,,,423,2949,,,1,69,1,166,,,,,
4,2,10,6,,,423,1771,,,1,69,1,166,,,,,
4,2,10,6,,,423,1849,,,1,67,1,138,,,,,
4,2,10,6,,,423,2423,,,1,67,1,159,,,,,
4,2,10,6,,,423,2211,,,1,67,1,160,,,,,
4,2,10,6,,,423,3139,,,1,67,1,159,,,,,
2,10,,6,,,183,2467,,,1,70,2,136,,,,,
2,10,,5,,,424,2423,,,1,57,3,112,,,,,
2,28,,19,4,2,425,2477,,,1,58,3,143,,,,,
1,22,,16,,,426,1284,,,0,71,2,2,,,,,
9,1,27,21,,,427,812,,,0,70,3,2,,,,,
7,10,35,6,,,428,812,,,1,71,3,127,,,,,
5,1,22,26,,,429,812,,,0,69,3,2,,,,,
6,10,,6,,,12,812,,,1,68,2,61,,,,,
7,2,10,1,,,430,1418,,,1,68,1,95,,,,,
13,17,,30,,,431,2795,,,1,71,1,86,,,,,
16,1,,37,,,432,2743,,,0,70,1,1,,,,,
1,30,23,32,,,433,1637,,,0,68,3,1,,,,,
7,10,,10,,,434,1599,,,1,71,1,84,,,,,
7,10,35,8,,,435,2735,,,1,67,2,111,,,,,
1,27,30,10,,,12,2622,,,0,70,2,1,,,,,
3,28,18,12,,,436,2189,,,1,66,1,92,,,,,
4,2,,4,,,437,930,,,1,71,1,102,,,,,
2,28,18,4,,,438,1307,,,1,71,1,97,,,,,
2,18,,30,21,35,439,2788,,,1,67,1,90,,,,,
5,22,,12,,,440,2079,,,0,71,3,2,,,,,
4,7,,4,,,441,1307,,,1,47,2,119,,,,,
4,7,,4,,,441,1307,,,1,55,2,147,,,,,
28,10,18,21,,,442,1437,,,1,69,2,99,,,,,
9,23,,21,,,443,601,,,0,66,2,3,,,,,
10,18,,8,,,444,601,,,1,69,3,130,,,,,
7,,,4,,,445,1647,3331,,1,66,2,87,,,,,
5,1,,22,,,446,1297,3327,,0,66,3,1,,,,,
5,1,,22,,,447,2423,,,0,70,3,1,,,,,
18,,,3,4,,448,2879,,,1,69,1,83,,,,,
6,29,,4,12,,449,3160,3323,,1,68,2,83,,,,,
7,2,10,19,52,,450,1210,,,1,70,3,105,,,,,
1,22,,6,,,451,1015,3559,11,0,65,1,1,,,,,
2,10,,6,,,452,2771,,,1,58,2,91,,,,,
10,18,,6,,,181,2946,,,1,71,3,117,,,,,
16,1,,37,,,453,2272,,,0,70,2,2,,,,,
16,12,,37,12,22,454,2095,,,0,70,1,1,,,,,
1,34,22,49,,,455,894,,,0,68,3,1,,,,,
13,2,,4,,,456,1905,,,1,47,2,78,,,,,
13,,,4,,,457,1117,,,1,53,2,75,,,,,
13,,,4,,,457,2077,,,1,56,2,78,,,,,
10,35,,29,,,458,2938,,,1,69,3,149,,,,,
7,10,35,5,,,459,1926,,,1,67,3,103,,,,,
7,10,,9,,,460,2539,,,1,69,2,108,,,,,
7,2,28,4,,,461,1515,,,1,69,2,94,,,,,
4,7,28,4,,,462,125,,,1,67,2,95,,,,,
4,2,10,6,,,463,2638,,,1,30,1,141,,,,,
4,10,,8,,,464,179,,,1,62,1,122,,,,,
7,2,10,6,,,465,1653,,,1,67,1,134,,,,,
1,30,23,10,,,466,1374,,,0,68,1,1,,,,,
1,23,22,10,,,467,668,,,0,71,1,1,,,,,
2,10,,8,,,468,1950,,,1,54,1,107,,,,,
1,30,22,10,,,469,1009,,,0,70,2,1,,,,,
1,30,22,10,,,470,698,,,0,70,3,1,,,,,
1,30,22,8,,,471,1171,,,0,71,1,1,,,,,
1,30,22,8,,,472,2806,,,0,71,3,1,,,,,
7,10,35,8,,,473,2225,,,1,61,2,126,,,,,
6,10,17,14,,,474,2225,,,1,67,3,122,,,,,
2,10,,6,,,65,1844,,,1,61,2,95,,,,,
7,10,35,50,,,475,653,,,1,68,2,88,,,,,
6,10,,30,79,37,12,1472,,,1,69,1,101,,,,,
13,,,4,,,476,790,,,1,65,2,74,,,,,
13,,,4,,,477,266,,,1,69,1,64,,,,,
12,,,4,,,478,1555,,,0,70,3,3,,,,,
12,,,10,,,478,3151,,,0,71,1,1,,,,,
13,,,4,,,476,1807,,,1,62,2,74,,,,,
13,,,4,,,476,2076,2076,,1,67,1,74,,,,,
13,,,4,,,476,2984,,,1,67,2,83,,,,,
12,23,,4,,,479,72,,,0,64,3,1,,,,,
13,,,4,,,477,3204,,,1,68,2,79,,,,,
13,,,4,,,480,169,,,1,62,1,72,,,,,
13,,,4,12,,480,1765,,,1,63,2,80,,,,,
13,,,4,12,,477,1366,,,1,68,1,75,,,,,
13,,,4,,,476,807,,,1,64,1,75,,,,,
13,,,4,,,477,387,,,1,69,1,72,,,,,
29,,,4,,,481,2170,,,1,69,3,109,,,,,
2,10,35,34,,,482,457,638,,1,68,2,132,,,,,
1,26,22,6,,,417,457,638,,0,71,2,1,,,,,
7,2,10,6,,,376,1364,,,1,69,3,110,,,,,
4,7,,4,,,483,893,,,1,67,1,99,,,,,
7,2,10,6,,,484,2453,,,1,64,3,144,,,,,
7,10,,49,,,485,788,,,1,65,1,91,,,,,
2,,,4,,,486,1006,3556,,1,68,3,105,,,,,
4,10,29,6,,,487,478,,,1,47,1,166,,,,,
7,17,,4,,,488,1311,,,1,50,2,103,,,,,
15,27,,4,,,12,2209,,,0,71,3,1,,,,,
12,,,16,,,489,1511,,,0,68,2,1,,,,,
5,22,25,4,,,490,1045,3277,,0,69,3,5,,,,,
2,10,17,6,,,491,2146,,,1,68,1,118,,,,,
6,29,,4,,,492,529,3312,,1,70,3,87,,,,,
2,10,35,11,27,33,493,1811,3271,17,1,70,1,98,,,,,
5,23,22,4,,,494,468,,,0,67,3,1,,,,,
4,28,11,4,,,495,2397,,,1,70,1,94,,,,,
9,15,27,21,,,12,3251,823,22,0,68,2,1,,,,,
27,,26,10,,,12,2516,,,0,70,3,1,,,,,
24,7,2,6,,,496,180,,,1,24,3,125,,,,,
2,10,17,2,47,,497,1344,,,1,71,1,102,,,,,
2,28,10,6,,,498,140,,,1,34,2,121,,,,,
4,7,2,6,,,181,915,,,1,63,1,116,,,,,
6,,,4,30,,499,1582,,,1,67,3,110,,,,,
7,2,35,4,,,500,1164,,,1,68,2,88,,,,,
1,30,22,32,,,501,1164,,,0,67,2,1,,,,,
1,30,22,32,,,502,1021,3518,,0,67,3,1,,,,,
6,10,,26,,,12,1039,,,1,65,3,52,,,,,
7,10,,21,4,,503,299,,,1,49,2,89,,,,,
13,6,10,4,,,12,2533,,,1,65,3,52,,,,,
15,,,12,,,504,139,,,0,62,1,1,,,,,
2,28,,4,,,505,619,,,1,67,3,137,,,,,
12,,,30,12,,506,1878,,,0,70,3,3,,,,,
13,29,,30,12,,506,3044,,,1,69,2,51,,,,,
1,,30,22,,,507,1305,,,0,67,3,1,,,,,
2,28,29,4,,,508,2428,,,1,71,2,110,,,,,
6,10,,2,,,509,1051,,,1,68,2,92,,,,,
5,30,22,12,,,510,2033,,,0,68,1,4,,,,,
4,7,10,34,,,511,557,,,1,67,1,119,,,,,
1,30,23,10,,,512,1398,,,0,68,1,2,,,,,
7,31,,4,,,513,1734,,,1,48,2,81,,,,,
12,,,51,,,514,2859,,,0,70,3,1,,,,,
7,,,4,,,515,3107,,,1,44,1,73,,,,,
7,2,10,25,,,83,2827,,,1,60,1,75,,,,,
1,,30,22,,,516,2695,,,0,69,3,1,,,,,
7,10,,15,,,517,3088,,,1,68,1,99,,,,,
15,1,,2,,,12,2511,,,0,70,2,1,,,,,
2,35,,21,46,,518,1838,,,1,59,2,121,,,,,
13,7,,4,,,210,736,,,1,60,1,100,,,,,
13,7,,4,30,,519,736,,,1,59,1,92,,,,,
2,10,29,10,,,520,2204,,,1,70,1,100,,,,,
3,18,,4,,,521,2297,,,1,68,2,97,,,,,
6,,,4,,,522,2564,,,1,68,3,97,,,,,
6,10,,37,4,,12,307,,,1,67,1,105,,,,,
9,15,,4,,,12,1544,,,0,53,2,1,,,,,
6,,29,4,,,523,2260,,,1,69,3,100,,,,,
6,,,4,,,12,1800,,,1,70,2,96,,,,,
1,30,22,10,,,524,3042,,,0,67,1,1,,,,,
5,1,22,5,,,6,3156,,,0,62,3,1,,,,,
2,10,35,6,,,525,3156,,,1,68,1,115,,,,,
6,10,17,21,,,526,3156,,,1,67,2,99,,,,,
6,,,4,,,527,2988,,,1,63,3,76,,,,,
30,22,,4,,,528,3207,,,0,68,1,4,,,,,
2,10,35,9,,,529,1886,,,1,66,1,113,,,,,
6,,,4,,,530,1139,,,1,70,1,88,,,,,
2,10,,52,19,,531,2854,,,1,68,2,127,,,,,
6,10,,28,,,532,2094,,,1,67,1,90,,,,,
12,23,,4,,,533,249,,,0,67,1,1,,,,,
2,28,10,39,14,2,534,2542,,,1,70,2,74,,,,,
2,28,10,12,,,535,2329,3509,,1,68,1,91,,,,,
12,,,4,,,536,841,,,0,68,3,1,,,,,
7,17,,10,,,537,764,,,1,71,1,90,,,,,
28,18,,4,,,538,2884,,,1,71,1,90,,,,,
13,24,,4,,,539,1485,,,1,26,2,86,,,,,
13,2,,35,4,,540,3216,,,1,70,2,87,,,,,
13,2,,4,,,541,1741,,,1,56,1,100,,,,,
13,,,4,,,542,2395,,,1,30,1,25,,,,,
2,10,29,26,,,543,1052,,,1,60,3,105,,,,,
7,10,17,5,,,544,550,3407,,1,64,1,99,,,,,
10,18,,30,,,545,2715,,,1,69,2,116,,,,,
2,10,35,26,,,12,710,,,1,71,1,120,,,,,
4,21,10,37,,,546,916,,,1,64,3,77,,,,,
4,21,10,37,,,546,1114,,,1,64,3,92,,,,,
4,21,10,37,,,546,2656,,,1,65,3,107,,,,,
20,,,10,,,547,720,,,1,70,2,57,,,,,
20,,,4,,,547,3081,,,1,68,3,70,,,,,
1,30,23,10,,,548,278,,,0,68,1,1,,,,,
7,10,,10,,,549,2141,,,1,66,1,98,,,,,
6,,,4,,,550,349,,,1,68,1,97,,,,,
12,23,,4,,,551,1836,,,0,70,2,1,,,,,
5,23,22,4,,,552,1979,,,0,69,3,3,,,,,
5,1,22,51,,,553,2118,,,0,71,3,1,,,,,
6,,,4,,,554,2118,,,1,69,2,104,,,,,
6,,,4,,,555,2392,,,1,70,3,56,,,,,
1,22,,12,,,556,3157,,,0,68,2,2,,,,,
7,,,4,,,557,703,,,1,71,1,83,,,,,
18,,,14,,,558,187,,,1,70,1,91,,,,,
2,10,35,6,,,559,543,,,1,57,1,149,,,,,
7,10,35,15,,,560,2742,,,1,62,2,112,,,,,
16,12,,37,,,561,1781,,,0,68,3,1,,,,,
16,12,,10,,,561,2369,,,0,69,3,1,,,,,
16,12,,10,,,562,410,,,0,70,3,1,,,,,
16,12,,37,,,563,2784,,,0,61,2,1,,,,,
6,10,17,4,6,,564,429,,,1,65,3,98,,,,,
4,11,,21,31,12,565,1838,,,1,69,1,107,,,,,
19,,33,4,,,566,2230,,,0,69,3,1,,,,,
2,28,10,6,36,,567,2255,,,1,70,2,120,,,,,
1,23,,6,,,568,1933,,,0,65,2,1,,,,,
1,30,22,6,,,569,1840,,,0,67,2,1,,,,,
7,10,35,6,,,205,594,,,1,58,2,151,,,,,
2,28,10,6,,,570,3227,3292,,1,69,2,74,,,,,
2,10,11,6,,,571,1275,3501,,1,70,3,150,,,,,
13,,,10,,,12,2436,1275,,1,70,2,63,,,,,
2,10,18,6,,,205,490,,,1,59,3,148,,,,,
3,10,18,6,,,422,742,,,1,55,2,114,,,,,
2,28,10,6,,,572,2942,,,1,69,2,123,,,,,
13,29,,26,,,573,,3332,,1,66,1,97,,,,,
13,29,,26,,,573,1980,,,1,66,1,105,,,,,
13,29,,26,,,573,1182,,,1,68,1,107,,,,,
13,29,,26,,,573,3200,,,1,69,1,106,,,,,
1,23,,10,,,574,3200,,,0,68,1,1,,,,,
12,23,,4,19,37,575,1683,,,0,49,2,2,,,,,
7,,,4,,,576,2520,,,1,69,1,87,,,,,
9,1,27,21,,,577,2908,,,0,69,3,3,,,,,
13,7,,4,26,,578,1580,,,1,54,1,88,,,,,
4,,,4,,,579,2781,,,1,70,1,126,,,,,
13,2,,4,21,,580,2261,,,1,64,2,107,,,,,
23,,,4,,,581,471,,,0,71,3,3,,,,,
6,,,27,,,582,64,3469,,1,69,2,90,,,,,
13,7,,4,12,,583,1156,,,1,64,3,68,,,,,
13,7,,4,,,584,3088,,,1,69,1,95,,,,,
6,29,,21,,,585,2304,,,1,54,2,108,,,,,
6,,,4,,,586,2811,,,1,71,2,86,,,,,
20,,,4,,,587,2183,,,1,66,3,81,,,,,
20,,,4,,,587,1841,,,1,62,3,65,,,,,
20,,,4,21,,587,1138,,,1,71,3,67,,,,,
20,,,4,,,587,2410,,,1,69,2,78,,,,,
20,,,4,,,587,67,,,1,64,3,69,,,,,
20,,,21,,,588,745,,,1,43,1,28,,,,,
6,,,10,,,588,3097,,,1,67,2,34,,,,,
20,,,21,,,588,374,,,1,44,3,61,,,,,
20,,,21,,,588,2468,,,1,45,3,56,,,,,
20,,,4,,,588,2919,,,1,41,3,81,,,,,
19,,,4,,,589,1634,,,0,70,1,3,,,,,
6,,,4,,,589,332,,,1,69,2,97,,,,,
2,10,,6,,,590,1019,,,1,61,2,132,,,,,
2,28,10,21,19,,85,1430,,,1,52,3,110,,,,,
6,,,4,,,591,2178,,,1,70,3,66,,,,,
1,27,23,4,,,592,3024,,,0,68,3,4,,,,,
2,10,,6,,,593,2003,,,1,69,2,127,,,,,
2,10,,6,,,594,2003,,,1,67,1,131,,,,,
4,7,10,5,6,,595,573,3372,,1,68,1,107,,,,,
2,11,18,4,,,596,745,,,1,70,2,124,,,,,
6,10,,4,2,,12,1659,,,1,71,2,38,,,,,
2,10,18,34,80,,597,1335,,,1,68,2,115,,,,,
7,28,10,12,,,598,3200,3381,,1,70,1,88,,,,,
7,2,28,4,,,599,1461,,,1,69,1,97,,,,,
4,7,10,53,,,600,1094,,,1,68,1,116,,,,,
1,22,25,12,,,601,1104,,,0,68,3,3,,,,,
5,1,22,14,,,602,1749,,,0,70,2,1,,,,,
7,2,10,6,,,603,1272,,,1,64,1,117,,,,,
5,1,,22,,,604,1719,,,0,69,3,1,,,,,
2,,,4,,,605,2610,,,1,71,1,79,,,,,
16,1,,37,,,432,472,,,0,62,3,1,,,,,
1,22,,50,81,15,606,2825,351,,0,69,2,1,,,,,
9,1,22,21,,,520,351,2822,,0,70,3,1,,,,,
4,2,,4,21,,607,2822,351,,1,53,3,144,,,,,
5,1,22,5,,,608,2467,3295,,0,66,2,1,,,,,
26,22,33,4,,,609,320,,,0,71,2,2,,,,,
6,10,,14,,,12,1924,,,1,67,2,79,,,,,
9,1,22,21,,,610,2213,,,0,71,3,5,,,,,
2,10,11,4,,,611,1464,,,1,70,2,312,,,,,
5,1,22,5,,,612,3055,,,0,66,2,1,,,,,
4,11,,4,,,613,3135,2212,,1,70,2,135,,,,,
4,10,,51,4,,614,2969,,,1,66,1,83,,,,,
4,2,10,21,4,51,615,1816,,,1,67,2,114,,,,,
4,,,4,,,616,399,,,1,69,1,88,,,,,
2,28,,4,,,7,1635,,,1,59,2,116,,,,,
2,10,18,24,14,,617,357,,,1,69,1,91,,,,,
5,1,22,19,52,,618,1318,,,0,71,3,2,,,,,
26,22,25,12,4,,619,2656,,,0,71,2,1,,,,,
6,,,4,,,12,262,,,1,65,3,83,,,,,
18,,,4,,,620,440,,,1,67,1,90,,,,,
4,21,10,37,,,621,440,,,1,69,2,106,,,,,
1,26,23,37,,,622,457,,,0,69,2,1,,,,,
4,10,11,37,,,623,2379,,,1,70,3,109,,,,,
16,1,,37,,,624,661,,,0,58,3,3,,,,,
4,21,11,37,,,624,1307,,,1,60,1,94,,,,,
4,21,11,37,,,624,312,,,1,62,3,94,,,,,
7,2,10,26,82,33,625,2044,,,1,68,3,83,,,,,
7,10,35,19,,,626,1918,,,1,67,1,91,,,,,
4,7,10,23,31,,627,1142,,,1,65,2,130,,,,,
13,,,30,4,,628,1028,,,1,67,1,91,,,,,
4,7,10,18,,,629,919,,,1,65,1,102,,,,,
7,28,10,19,,,630,1258,,,1,69,1,85,,,,,
1,22,33,10,,,631,1565,,,0,68,3,1,,,,,
2,10,35,6,,,632,1565,,,1,64,1,110,,,,,
4,,,4,,,633,1410,,,1,69,1,85,,,,,
5,1,22,1,,,634,1881,,,0,70,1,1,,,,,
2,28,10,24,4,,635,1224,,,1,71,2,113,,,,,
22,,,4,,,636,2423,1686,,0,69,3,3,,,,,
2,,,4,,,637,2117,,,1,53,3,123,,,,,
1,27,,12,,,12,1177,,,0,71,2,1,,,,,
16,1,,37,,,638,209,,,0,63,3,1,,,,,
2,28,10,19,52,14,639,65,3460,,1,65,3,180,,,,,
7,2,28,4,,,640,2337,,,1,65,2,98,,,,,
2,28,35,4,,,641,3177,,,1,68,3,81,,,,,
7,,,4,,,642,970,3422,,1,68,1,90,,,,,
9,15,,21,,,218,555,3446,,0,69,3,1,,,,,
28,18,,4,19,,643,1834,,,1,65,2,90,,,,,
2,28,35,4,,,644,2350,,,1,62,3,112,,,,,
6,,,12,,,12,3224,,,1,69,2,85,,,,,
6,10,29,8,,,12,2193,,,1,70,3,108,,,,,
29,20,,4,,,645,1797,,,1,68,3,60,,,,,
20,,,4,,,645,1092,,,1,65,3,60,,,,,
12,,,12,,,646,912,,,0,59,1,1,,,,,
6,,,4,,,647,971,,,1,70,1,97,,,,,
14,,,10,,,648,1239,,,0,43,3,1,,,,,
6,,,27,45,38,649,990,,,1,69,2,99,,,,,
24,2,10,6,,,650,203,,,1,25,2,168,,,,,
15,,,10,,,651,613,,,0,70,3,1,,,,,
6,10,17,21,,,652,1429,,,1,70,3,99,,,,,
6,,,46,21,,12,1774,1718,44,1,68,2,106,,,,,
13,,,12,,,653,2252,,,1,67,1,47,,,,,
15,1,34,10,,,12,1981,,,0,70,2,1,,,,,
9,5,1,21,,,654,1893,,,0,70,3,1,,,,,
2,10,,6,,,655,3009,,,1,70,2,161,,,,,
2,28,10,14,,,656,2436,1275,,1,70,1,111,,,,,
23,,,4,,,657,1759,,,0,71,3,6,,,,,
8,,,4,,,657,980,3514,,1,66,2,26,,,,,
2,28,11,4,17,,658,3152,,,1,69,1,92,,,,,
7,2,10,6,,,659,897,,,1,53,2,102,,,,,
13,7,,4,,,660,2576,,,1,60,2,99,,,,,
1,30,34,43,,,661,1370,,,0,71,3,1,,,,,
7,28,10,14,,,662,1305,,,1,69,1,89,,,,,
7,2,10,35,21,6,663,2734,,,1,70,1,108,,,,,
2,10,,6,,,238,976,,,1,65,2,123,,,,,
2,,,10,,,664,1645,,,1,68,2,86,,,,,
6,,,4,,,665,3242,,,1,69,3,89,,,,,
7,10,,33,,,666,1526,,,1,67,1,88,,,,,
4,7,10,12,,,667,1370,,,1,69,2,126,,,,,
4,7,10,12,,,667,2571,,,1,58,2,117,,,,,
27,,,30,,,668,2348,,,0,68,3,1,,,,,
23,22,,4,,,669,2477,,,0,71,3,1,,,,,
1,22,,45,,,670,671,,,0,71,3,3,,,,,
12,23,,51,,,671,1373,2960,,0,71,3,3,,,,,
4,2,10,6,,,181,2862,,,1,55,1,79,,,,,
27,,,10,,,672,3110,,,0,68,2,1,,,,,
5,1,27,12,,,12,423,,,0,70,2,2,,,,,
9,23,,21,,,673,1037,,,0,69,3,2,,,,,
5,1,22,11,26,45,674,2275,,,0,69,2,1,,,,,
5,1,22,47,19,,675,2477,,,0,70,3,2,,,,,
1,23,,1,,,676,73,,,0,70,1,1,,,,,
6,10,,14,,,12,1487,,,1,66,3,70,,,,,
6,10,,27,14,,12,1491,,,1,68,3,87,,,,,
6,17,,4,,,677,411,,,1,69,2,86,,,,,
6,10,,21,51,,678,1160,,,1,68,3,74,,,,,
4,7,10,6,,,205,1970,,,1,65,2,139,,,,,
9,15,1,21,,,679,2708,3492,,0,65,2,1,,,,,
9,12,,4,21,30,680,1286,,,0,69,1,2,,,,,
2,28,18,12,4,,681,1303,,,1,69,1,84,,,,,
1,22,33,10,,,682,185,,,0,63,1,1,,,,,
13,,,1,,,683,2015,3358,,1,65,3,80,,,,,
7,35,,4,,,684,1676,3425,,1,68,1,86,,,,,
10,18,,14,,,685,1305,,,1,68,2,105,,,,,
4,,,40,4,,408,2320,,,1,68,3,90,,,,,
1,,30,22,,,686,1838,,,0,61,3,1,,,,,
20,,,4,,,687,2124,,,1,69,1,63,,,,,
7,28,10,6,21,,688,2235,,,1,68,1,96,,,,,
15,,,4,,,689,1687,,,0,68,3,3,,,,,
2,28,10,4,12,46,690,2311,,,1,68,2,89,,,,,
12,,,10,,,691,2311,,,0,70,3,1,,,,,
2,35,17,4,,,692,955,,,1,70,1,90,,,,,
5,15,,4,38,16,693,1907,,,0,65,2,1,,,,,
7,28,,4,,,361,1895,,,1,68,1,92,,,,,
7,10,35,23,,,694,2016,,,1,66,1,105,,,,,
15,,,4,,,695,2150,,,0,71,2,1,,,,,
5,22,,4,,,696,276,,,0,65,3,5,,,,,
6,10,,6,,,697,3234,,,1,67,2,81,,,,,
7,,,21,,,698,1476,,,1,66,1,105,,,,,
1,22,,10,,,699,840,,,0,62,1,1,,,,,
2,17,,30,,,700,1855,,,1,70,2,116,,,,,
6,,,10,,,701,1982,,,1,71,3,77,,,,,
20,,,4,,,702,3240,,,1,69,1,61,,,,,
28,18,,4,,,82,1305,,,1,57,2,110,,,,,
7,10,35,34,,,703,1305,,,1,66,2,110,,,,,
20,,,21,,,704,2761,3296,,1,68,1,51,,,,,
4,11,,4,,,441,2761,,,1,69,2,118,,,,,
14,,,10,,,705,2985,,,0,69,2,1,,,,,
7,2,10,6,,,706,566,,,1,70,3,100,,,,,
1,,30,22,,,707,1143,,,0,68,3,1,,,,,
7,,,4,,,708,1143,,,1,69,1,95,,,,,
1,27,,10,,,709,1143,,,0,67,2,1,,,,,
9,5,1,21,,,710,1022,,,0,69,3,3,,,,,
15,,,4,,,12,41,,,0,71,3,1,,,,,
1,30,23,32,,,711,213,,,0,67,3,1,,,,,
2,18,,4,,,712,2283,,,1,61,2,133,,,,,
2,28,10,19,,,713,1475,,,1,71,2,97,,,,,
7,10,35,5,,,714,2449,,,1,71,3,110,,,,,
5,1,22,1,,,715,1322,,,0,71,3,1,,,,,
4,10,,31,,,716,1895,,,1,69,2,120,,,,,
